complaint_id,date_received,product,sub_product,issue,sub_issue,consumer_complaint_narrative,company,state,product_category
10000991,2024-11-24,LendingClub Loan,,High interest rate,Rate increased without notice,"I took out a personal loan of $100 with Goldman Sachs through their LendingClub Loan program. The advertised rate was 9.0% but after approval I was given 27.9%. The terms were buried in fine print and the loan officer rushed me through the signing process. I am now paying $500 per month, which is $30 more than what was originally quoted.",Goldman Sachs,GA,Personal Loan
10002045,2024-03-06,Western Union,,Fraud/scam,Scam transaction,I sent $3000 via Western Union through Zelle to pay my landlord. The money was deducted from my account but never received by the recipient. It has been 5 weeks and Zelle has not been able to locate the funds or provide a refund. I am now at risk of eviction because my rent appears unpaid.,Zelle,PA,Money Transfer
10000344,2024-12-10,Amex Gold,,Billing dispute,Charges not recognized,I noticed a charge of $50 on my Amex Gold statement from 2025-05-08. I did not authorize this transaction and have been trying to resolve it with Chase for 2 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Chase,OK,Credit Card
10000399,2025-08-07,Chase Sapphire,,Unauthorized charge,Card not in possession,I noticed a charge of $50 on my Chase Sapphire statement from 2023-10-24. I did not authorize this transaction and have been trying to resolve it with Citibank for 2 weeks. They keep transferring me between departments and no one takes responsibility. I have provided documentation proving I was not at the merchant location. This is extremely frustrating and I need this resolved immediately.,Citibank,LA,Credit Card
10000585,2023-04-26,Amex Gold,,Unauthorized charge,Card not in possession,"I applied for the Amex Gold card specifically for the 50000 point sign-up bonus. I met all the spending requirements within the specified timeframe, but Chase has refused to credit my bonus points. I have called 10 times over the past 6 months and each representative tells me something different. I have all receipts and statements showing I qualified.",Chase,IN,Credit Card
10001005,2025-05-23,Prosper Loan,,Repayment difficulty,Cannot afford payments,"I have been making regular payments on my Prosper Loan from SoFi for 6 months. Last month, they claimed they did not receive my payment even though my bank shows it was debited. They charged me a $35 late fee and reported a missed payment to the credit bureaus, dropping my score by 79 points. I need this corrected immediately.",SoFi,GA,Personal Loan
10001877,2025-08-07,Venmo,,Wrong recipient,Sent to wrong person,"I was contacted by someone claiming to be from my bank's fraud department. They convinced me to send $200 via Venmo to 'secure' my account. I later realized this was a scam and immediately contacted PayPal. They refused to reverse the transaction, saying Venmo transfers are final. I believe PayPal should have better fraud protection mechanisms.",PayPal,LA,Money Transfer
10001375,2024-11-06,Discover Savings,,Withdrawal limit,Cannot access funds,I tried to withdraw $150 from my Discover Savings at Chase and was told my account was frozen pending a security review. No one informed me of any issues beforehand. I had bills due and no access to my own money for 7 weeks. The customer service was unhelpful and could not tell me when the review would be completed.,Chase,NJ,Savings Account
10000293,2025-02-09,Discover It,,Unauthorized charge,Card not in possession,"Chase charged me a $39 late fee on my Discover It card even though I made my payment on time. My bank records show the payment was initiated 3 days before the due date. When I called to dispute, they said the payment was received one day late due to processing time. This is unacceptable — I should not be penalized for their slow processing system.",Chase,OK,Credit Card
10001563,2025-06-26,Synchrony Savings,,Withdrawal limit,Cannot access funds,"I have been trying to reach Goldman Sachs's customer service about an issue with my Synchrony Savings for 4 weeks. Wait times exceed 37 minutes, and I have been disconnected 6 times after waiting. When I finally got through, the representative could not resolve my issue and told me to call back. This level of service is completely unacceptable for a bank holding my savings.",Goldman Sachs,MD,Savings Account
10001381,2023-04-01,Chase Savings,,Account frozen,Frozen without warning,"My Chase Savings with Discover was accessed by someone who changed my contact information and attempted to transfer $500 out of my account. When I reported this, Discover took 2 weeks to investigate and temporarily restricted my access. I am concerned about the security of their online banking platform and how this person gained access.",Discover,TN,Savings Account
10001122,2025-06-06,SoFi Personal Loan,,Loan denial,Unclear denial reasons,"The total cost of my SoFi Personal Loan from LendingClub ended up being $12000, which is nearly 2.6 times the original loan amount of $50. The interest rate of 24.8% combined with various processing fees and insurance charges that were added without my clear consent have made this loan predatory in my opinion.",LendingClub,MI,Personal Loan
10001619,2025-08-09,Ally Savings,,Account fees,Unexpected maintenance fees,"Discover closed my Ally Savings account without warning, citing 'business reasons.' I had $100 in the account and it took 4 weeks to receive a cashier's check. No explanation was ever provided for the closure. I have been a customer for 3 years with no suspicious activity on the account.",Discover,LA,Savings Account
10000142,2023-05-06,Citi Double Cash,,High interest rate,Rate increased without notice,"Someone made 6 fraudulent purchases on my Citi Double Cash card totaling $8000. I reported this to American Express immediately and they opened an investigation. After 2 weeks, they denied my fraud claim saying the transactions appeared legitimate. I have filed a police report and have evidence that I was in a different state when these transactions occurred.",American Express,IN,Credit Card
10001914,2024-03-12,PayPal,,Account frozen,Frozen without warning,"My account was frozen by Zelle after I made a PayPal transfer of $750. They claimed the transaction was flagged for suspicious activity, but I was simply sending money to my family overseas, which I do every month. It took 7 weeks to get my account unfrozen, and I had to provide extensive documentation including pay stubs and tax returns.",Zelle,AL,Money Transfer
